11,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
445,13,467
2,1,4,16,12,640,0
2,1,4,16,12,684,-15
2,1,4,16,12,731,-15
2,1,4,16,12,774,-25
2,1,4,16,12,821,-25
2,1,4,16,12,865,-25
2,1,4,16,12,909,-30
2,1,4,16,12,955,-30
2,1,4,16,12,1000,-30
2,1,4,16,12,595,15
2,1,4,16,12,550,15
2,1,4,16,12,506,25
2,1,4,16,12,460,25
2,1,4,16,12,416,25
2,1,4,16,12,369,30
2,1,4,16,12,325,30
2,1,4,16,12,279,30
1,1,3,16,10,640,0
0,1,3,16,10,548,30
0,1,3,16,10,730,-30
2,1,2,16,8,461,-25
2,1,2,16,13,819,15
2,11,1,16,12,639,0
2,11,1,16,12,685,-15
2,11,1,16,12,730,-15
2,11,1,16,12,774,-25
2,11,1,16,12,820,-25
2,11,1,16,12,864,-25
2,11,1,16,12,910,-30
2,11,1,16,12,954,-30
2,11,1,16,12,1000,-30
2,11,1,16,12,596,15
2,11,1,16,12,549,15
2,11,1,16,12,505,25
2,11,1,16,12,461,25
2,11,1,16,12,414,25
2,11,1,16,12,370,30
2,11,1,16,12,325,30
2,11,1,16,12,281,30
2,2,1,16,6,820,0
0,2,4,16,11,318,5
2,2,4,16,12,450,5
2,2,4,16,13,557,10
2,2,4,16,16,457,5
0,2,4,16,11,939,-10
0,2,4,16,10,630,-10
2,2,4,16,6,709,-5
2,2,4,16,5,758,-5
2,2,4,16,5,564,-5
2,3,1,16,16,460,-15
2,3,1,16,15,387,5
2,3,1,16,15,528,-30
2,3,1,16,12,528,-25
2,3,1,16,12,391,5
0,3,1,16,11,460,-15
2,3,1,16,10,819,10
2,3,1,16,9,818,-5
0,3,1,16,6,437,10
0,3,1,16,7,489,15
2,3,1,16,5,1080,15
2,3,3,16,4,783,0
2,3,3,16,2,805,0
2,3,3,16,13,638,0
2,3,3,16,12,756,0
2,3,3,16,16,932,0
1,3,3,16,5,631,-5
0,3,3,16,3,468,10
0,3,3,16,7,679,10
0,3,3,16,14,435,-25
0,3,3,16,14,873,-20
2,3,4,16,9,528,-5
2,3,4,16,7,839,0
2,3,4,16,6,813,0
2,3,4,16,5,966,0
2,3,4,16,8,931,0
0,3,4,16,4,841,0
1,3,4,16,7,906,0
2,3,4,16,16,598,10
2,3,4,16,15,570,20
2,3,4,16,15,623,-10
2,4,1,16,14,768,-15
2,4,1,16,15,639,-15
2,4,1,16,12,396,15
2,4,1,16,9,334,15
2,4,1,16,9,947,-15
0,4,1,16,14,511,15
0,4,1,16,12,893,-15
2,4,1,16,10,638,10
2,4,1,16,9,562,10
2,4,1,16,9,716,-10
2,4,1,16,8,478,10
2,4,1,16,8,804,-10
2,6,1,16,12,1000,-30
2,6,1,16,12,955,-30
2,6,1,16,12,910,-30
2,6,1,16,12,864,-25
2,6,1,16,12,819,-25
2,6,1,16,12,774,-25
2,6,1,16,12,731,-15
2,6,1,16,12,686,-15
2,6,1,16,12,641,0
2,6,1,16,12,596,15
2,6,1,16,12,551,15
2,6,1,16,12,504,25
2,6,1,16,12,460,25
2,6,1,16,12,415,25
2,6,1,16,12,370,30
2,6,1,16,12,324,30
2,6,1,16,12,280,30
2,4,2,16,13,353,-15
2,4,2,16,11,402,-15
0,4,2,16,9,333,-10
0,4,2,16,7,946,-5
0,4,2,16,6,770,-5
2,4,2,16,5,889,5
2,4,2,16,3,850,15
2,4,2,16,4,1008,15
2,4,2,16,15,754,20
2,5,4,16,9,454,0
2,5,4,16,6,676,0
2,5,4,16,3,754,0
2,5,4,16,13,832,0
2,5,4,16,12,935,0
2,4,3,16,13,386,5
2,4,3,16,10,489,5
2,4,3,16,7,403,5
0,4,3,16,10,536,5
1,4,3,16,10,444,5
2,4,3,16,7,584,5
2,4,3,16,5,943,5
2,4,3,16,4,658,5
0,4,3,16,3,831,5
0,4,3,16,2,915,10
0,4,3,16,13,841,20
2,4,3,16,11,854,10
2,4,3,16,9,791,10
2,4,4,16,5,459,0
2,4,4,16,7,822,0
0,5,1,16,14,333,-10
2,5,1,16,14,776,10
2,5,1,16,13,801,15
2,5,1,16,12,832,10
2,5,1,16,10,656,20
2,5,1,16,10,766,-10
2,5,1,16,6,377,-45
0,5,1,16,4,979,85
0,5,3,16,12,481,5
2,5,3,16,10,580,10
2,5,3,16,10,742,-5
2,5,3,16,2,892,0
2,5,3,16,5,502,-25
2,5,3,16,2,503,-20
2,5,3,16,4,706,20
