11,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
40,
195,17,396
2,6,1,16,11,640,0
2,6,1,16,11,596,15
2,6,1,16,11,550,15
2,6,1,16,11,504,25
2,6,1,16,11,459,25
2,6,1,16,11,415,25
2,6,1,16,11,370,30
2,6,1,16,11,324,30
2,6,1,16,11,279,30
2,6,1,16,11,685,-15
2,6,1,16,11,729,-15
2,6,1,16,11,775,-25
2,6,1,16,11,819,-25
2,6,1,16,11,864,-25
2,6,1,16,11,909,-30
2,6,1,16,11,954,-30
2,6,1,16,11,1000,-30
2,5,4,16,14,704,0
2,5,4,16,13,764,0
2,5,4,16,12,716,0
2,5,4,16,11,856,0
2,5,4,16,9,862,0
2,5,4,16,7,857,0
2,5,4,16,10,686,0
2,5,4,16,9,626,0
2,5,4,16,8,589,0
2,5,4,16,5,542,0
2,5,4,16,3,519,0
2,5,4,16,1,436,0
2,5,4,16,2,317,0
2,5,4,16,4,322,0
2,5,4,16,5,415,0
2,5,4,16,6,370,0
2,1,2,16,12,282,-30
2,1,2,16,8,1046,30
2,1,2,16,7,410,-15
1,1,3,16,8,640,0
0,1,3,16,8,550,45
0,1,3,16,8,729,-45
2,1,4,16,10,639,0
2,1,4,16,10,595,15
2,1,4,16,10,549,15
2,1,4,16,10,504,25
2,1,4,16,10,460,25
2,1,4,16,10,416,25
2,1,4,16,10,370,30
2,1,4,16,10,324,30
2,1,4,16,10,280,30
2,1,4,16,10,684,-15
2,1,4,16,10,729,-15
2,1,4,16,10,774,-25
2,1,4,16,10,820,-25
2,1,4,16,10,865,-25
2,1,4,16,10,910,-30
2,1,4,16,10,956,-30
2,1,4,16,10,1001,-30
2,2,1,16,10,244,-30
2,2,1,16,8,272,-25
2,2,1,16,6,299,-25
2,2,1,16,16,558,15
2,2,1,16,15,707,10
2,2,1,16,13,863,35
2,2,1,16,11,966,40
2,2,1,16,8,1021,40
2,2,1,16,5,1049,20
0,2,1,16,12,221,-20
0,2,1,16,3,380,-35
2,2,2,16,13,462,-20
2,2,2,16,11,455,-25
2,2,2,16,9,453,-20
2,2,2,16,7,448,-15
2,2,2,16,5,448,-10
2,2,2,16,3,440,-5
2,2,2,16,13,716,15
2,2,2,16,11,782,15
2,2,2,16,8,883,15
2,2,2,16,6,932,15
2,2,2,16,3,989,15
0,2,2,16,9,1170,10
0,2,2,16,8,1143,15
0,2,2,16,7,1094,15
0,2,2,16,8,1019,5
2,2,3,16,12,542,-10
0,2,3,16,11,926,-10
0,2,3,16,13,791,-20
0,2,3,16,9,598,-15
0,2,3,16,3,825,15
0,2,3,16,3,498,25
2,2,4,16,15,551,-15
2,2,4,16,11,422,-5
2,2,4,16,7,379,-15
2,2,4,16,5,674,20
0,2,4,16,11,806,5
0,2,4,16,10,542,5
0,2,4,16,15,742,30
0,2,4,16,6,864,10
0,2,4,16,6,303,-20
2,3,1,16,14,414,-15
2,3,1,16,10,527,-20
2,3,1,16,4,809,-15
2,3,1,16,2,965,-10
0,3,1,16,2,310,15
0,3,1,16,4,473,10
0,3,1,16,7,630,15
0,3,1,16,10,789,25
0,3,1,16,14,946,35
